x,y,tam
43571018,446363724,88
43587128,446358907,88
43575106,446364196,88
43575106,446364196,88
43586700,446366490,88
43590753,446356170,88
43590753,446356170,88
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43677760,446542668,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43684205,446548193,89
43706998,446540676,89
43706998,446540676,89
43706998,446540676,89
43706998,446540676,89
43706998,446540676,89
43706998,446540676,89
43706998,446540676,89
43706998,446540676,89
43590889,446354265,89
43593615,446371139,89
43599431,446367494,89
43599431,446367494,89
43589910,446359237,89
43584294,446357893,89
43576908,446369393,89
43576908,446369393,89
43593346,446355621,89
43591845,446368715,89
43579307,446361638,89
43583688,446360765,89
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43667874,446560956,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43697053,446570624,90
43659645,446640774,90
43593380,446361808,90
43592375,446372746,90
43592375,446372746,90
43601925,446360507,90
43601925,446360507,90
43600746,446366721,90
43578297,446371172,90
43578297,446371172,90
43586700,446366490,90
43579307,446361638,90
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43667535,446570229,91
43706998,446540676,91
43706998,446540676,91
43706998,446540676,91
43706998,446540676,91
43706998,446540676,91
43706998,446540676,91
43706998,446540676,91
43706998,446540676,91
43696665,446537425,91
43696665,446537425,91
43671132,446600508,91
43594706,446357403,91
43597015,446352621,91
43593615,446371139,91
43601925,446360507,91
43576794,446362492,91
43576794,446362492,91
43581223,446366663,91
43581223,446366663,91
43571018,446363724,91
43581105,446362299,91
43590753,446356170,91
43568379,446359920,91
43568379,446359920,91
43568379,446359920,91
43568379,446359920,91
43583688,446360765,91
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43667535,446570229,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43659986,446564051,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43677760,446542668,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43684205,446548193,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43697053,446570624,92
43694948,446514747,92
43694948,446514747,92
43694948,446514747,92
43694948,446514747,92
43694948,446514747,92
43694948,446514747,92
43694948,446514747,92
43694948,446514747,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43659645,446640774,92
43608664,446629878,92
43608664,446629878,92
43608664,446629878,92
43608664,446629878,92
43587284,446354703,92
43587284,446354703,92
43593380,446361808,92
43597771,446366189,92
43601925,446360507,92
43583604,446357604,92
43576908,446369393,92
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43667874,446560956,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43706998,446540676,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43687287,446534248,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43705438,446569755,93
43694948,446514747,93
43654221,446640389,93
43654221,446640389,93
43654221,446640389,93
43654221,446640389,93
43654221,446640389,93
43654221,446640389,93
43654221,446640389,93
43654221,446640389,93
43634272,446610929,93
43634272,446610929,93
43608664,446629878,93
43608664,446629878,93
43608664,446629878,93
43671132,446600508,93
43671132,446600508,93
43671132,446600508,93
43593380,446361808,93
43592375,446372746,93
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43687287,446534248,94
43720073,446523633,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43724539,446545467,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43654221,446640389,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43669008,446611648,94
43634272,446610929,94
43634272,446610929,94
43634272,446610929,94
43634272,446610929,94
43634272,446610929,94
43587284,446354703,94
43594076,446358245,94
43594076,446358245,94
43593346,446355621,94
43593346,446355621,94
43592541,446359736,94
43568379,446359920,94
43725542,446527360,95
43725542,446527360,95
43725542,446527360,95
43725542,446527360,95
43725542,446527360,95
43725542,446527360,95
43725542,446527360,95
43659645,446640774,95
43592375,446372746,95
43582660,446359176,95
43589910,446359237,95
43589910,446359237,95
43589910,446359237,95
43576908,446369393,95
43586700,446366490,95
43586700,446366490,95
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43667874,446560956,96
43634272,446610929,96
43671132,446600508,96
43671132,446600508,96
43671132,446600508,96
43597015,446352621,96
43593615,446371139,96
43579325,446368245,96
43589233,446362185,96
43592221,446369595,96
43575106,446364196,96
43592541,446359736,96
43591845,446368715,96
43588914,446358056,96
43797865,446701118,96
43677350,446503504,97
43677350,446503504,97
43693191,446536378,97
43693191,446536378,97
43717163,446533700,97
43718544,446519310,97
43718544,446519310,97
43718544,446519310,97
43718544,446519310,97
43718544,446519310,97
43718544,446519310,97
43718544,446519310,97
43718544,446519310,97
43718544,446519310,97
43709633,446527505,97
43709633,446527505,97
43709633,446527505,97
43709633,446527505,97
43709633,446527505,97
43709633,446527505,97
43709633,446527505,97
43709633,446527505,97
43709633,446527505,97
43605478,446610633,97
43605478,446610633,97
43605478,446610633,97
43605478,446610633,97
43605478,446610633,97
43605478,446610633,97
43605478,446610633,97
43633717,446639792,97
43634272,446610929,97
43634272,446610929,97
43634272,446610929,97
43595108,446359239,97
43599055,446356163,97
43589953,446366671,97
43573045,446362454,97
43579552,446376452,97
43592221,446369595,97
43581425,446374421,97
43581425,446374421,97
43593346,446355621,97
43584910,446354009,97
43590753,446356170,97
43590753,446356170,97
43585971,446362316,97
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
43706078,446543651,98
