x,y,tipo,tamanyo
43459467,446398321,C,50
43459467,446398321,C,50
43459467,446398321,C,46
43458252,446392554,E,4682
43451622,446407805,I,44
43453002,446408369,C,47
43454320,446408184,C,46
43455846,446407791,C,47
43457164,446407629,C,48
43458643,446407606,C,47
43459984,446407444,C,48
43453654,446403048,C,64
43454923,446402317,C,30
43456365,446401929,C,35
43457806,446401521,C,35
43459226,446401263,C,35
43460754,446400940,C,35
43452295,446418585,C,23
43453676,446417468,C,94
43453676,446417468,C,20
43453676,446417468,C,43
43487168,446387239,C,73
43487168,446387239,C,73
43489359,446386727,O,73
43487440,446383512,C,71
43487440,446383512,C,67
43481557,446395718,I,30
43483323,446395000,C,33
43483323,446395000,C,30
43483323,446395000,C,64
43483323,446395000,C,26
43483323,446395000,C,25
43483323,446395000,C,29
43483323,446395000,C,25
43483323,446395000,C,24
43485147,446394488,C,41
43485147,446394488,C,63
43485147,446394488,C,32
43485147,446394488,C,55
43485147,446394488,C,42
43485147,446394488,C,41
43484547,446391546,C,62
43483663,446389477,C,69
43483663,446389477,C,65
43483663,446389477,C,68
43483663,446389477,C,63
43483154,446387947,C,68
43483154,446387947,C,207
43481274,446388092,C,66
43481274,446388092,C,63
43481274,446388092,C,61
43481274,446388092,C,65
43479703,446388774,C,62
43479703,446388774,C,67
43479703,446388774,C,67
43479703,446388774,C,62
43482994,446406402,C,75
43482994,446406402,C,158
43482994,446406402,C,151
43480583,446401710,C,24
43480583,446401710,C,190
43480583,446401710,C,184
43480583,446401710,C,26
43480583,446401710,C,158
43480583,446401710,C,129
43482586,446399058,C,75
43482586,446399058,C,73
43482586,446399058,C,75
43485902,446397848,C,71
43485902,446397848,C,72
43485902,446397848,C,31
43485902,446397848,C,41
43485902,446397848,C,31
43485902,446397848,C,40
43485902,446397848,C,73
43488610,446404368,R,78
43487142,446400737,C,226
43479475,446409812,C,33
43480622,446410535,O,34
43482043,446411258,C,61
43487678,446415306,K,318
43487678,446415306,K,313
43478893,446426614,Y,18672
43485043,446466757,C,74
43485043,446466757,C,90
43485043,446466757,C,80
43485043,446466757,C,288
43485043,446466757,C,29
43485043,446466757,C,164
43485043,446466757,C,201
43485043,446466757,C,82
43485043,446466757,C,171
43485043,446466757,C,168
43485043,446466757,C,610
43485043,446466757,C,29
43485043,446466757,C,28
43485043,446466757,C,28
43485043,446466757,O,56
43485043,446466757,O,81
43485043,446466757,C,37
43485043,446466757,C,150
43485043,446466757,C,61
43485043,446466757,C,47
43485043,446466757,C,46
43485043,446466757,O,68
43485043,446466757,C,102
43485043,446466757,C,81
43485043,446466757,C,88
43485043,446466757,O,39
43485043,446466757,C,102
43485043,446466757,C,74
43488763,446469025,C,283
43488763,446469025,C,104
43488763,446469025,C,56
43490682,446462983,C,681
43490682,446462983,C,47
43490682,446462983,C,66
43487976,446461564,C,156
43487976,446461564,C,68
43487976,446461564,O,137
43487976,446461564,C,128
43487976,446461564,C,29
43487814,446463294,C,392
43487814,446463294,C,230
43485864,446462628,O,117
43485864,446462628,C,92
43486104,446459245,C,407
43486104,446459245,K,46
43487158,446457457,Y,3275
43489792,446457907,C,43
43489792,446457907,C,77
43489792,446457907,C,11
43489792,446457907,C,116
43489306,446456121,C,388
43487780,446454996,C,507
43487780,446454996,C,196
43487780,446454996,C,198
43483807,446457971,C,317
43480829,446461107,C,154
43480829,446461107,C,270
43480829,446461107,C,177
43480829,446461107,C,322
43451177,446414820,C,61
43449227,446413106,C,41
43449227,446413106,C,17
43449227,446413106,C,21
43449227,446413106,O,83
43449227,446413106,C,59
43449227,446413106,O,67
43449227,446413106,C,31
43449227,446413106,C,83
43461206,446419436,C,80
43461206,446419436,C,146
43456763,446417101,C,139
43456763,446417101,C,39
43458708,446418273,C,304
43458708,446418273,C,97
43458708,446418273,C,113
43458708,446418273,C,102
43456504,446414632,C,55
43456504,446414632,C,39
43455235,446413009,C,39
43452418,446412692,C,31
43452418,446412692,C,27
43452418,446412692,C,82
43454526,446415043,C,37
43455707,446425742,C,52
43455707,446425742,C,44
43454273,446424353,C,214
43454273,446424353,C,135
43453704,446423421,C,19
43451649,446423338,C,42
43451649,446423338,C,148
43451649,446423338,C,73
43450682,446424388,C,167
43449989,446425066,C,192
43457309,446424016,C,325
43458076,446423407,C,160
43458076,446423407,C,55
43456362,446421918,C,26
43456362,446421918,C,98
43456362,446421918,C,45
43456401,446420163,C,83
43455151,446419069,C,54
43454260,446420867,C,120
43450359,446434926,O,39
43450359,446434926,C,73
43450359,446434926,C,73
43452656,446436110,I,40
43449322,446430196,C,195
43452588,446429977,C,212
43453406,446430045,C,87
43453406,446430045,C,41
43454338,446429955,C,132
43456157,446429886,C,121
43456907,446429841,C,69
43457702,446429864,C,106
43491042,446384848,C,175
43491042,446384848,C,74
43491042,446384848,C,94
43489612,446393605,C,87
43489612,446393605,C,64
43489612,446393605,C,138
43489362,446391641,C,73
43489362,446391641,C,49
43489362,446391641,C,70
43489362,446391641,C,67
43488454,446390023,C,284
43496241,446393259,K,514
43492044,446394378,I,60
43458845,446429453,C,250
43458845,446429453,C,140
43458097,446427745,C,110
43454202,446427909,C,71
43454202,446427909,C,71
43455390,446435521,C,59
43455390,446435521,C,59
43454641,446434352,C,55
43454568,446432926,C,118
43454568,446432926,C,118
43455865,446432396,C,60
43455865,446432396,C,65
43457346,446432305,C,66
43450388,446444956,I,67
43454324,446445167,K,352
43458414,446445050,I,61
43450374,446448032,O,86
43458588,446455169,O,55
43459629,446454328,C,43
43459196,446453021,C,195
43459196,446453021,C,127
43470386,446436675,E,4257
43456042,446462025,C,27
43456042,446462025,G,63
43456042,446462025,O,58
43494840,446404832,C,69
43495416,446405901,E,60
43495416,446405901,C,60
43495416,446405901,C,73
43496198,446407317,C,30
43496198,446407317,C,30
43496198,446407317,C,60
43496789,446408538,C,60
43496789,446408538,C,60
43499180,446405824,E,1534
43492208,446401766,C,69
43492208,446401766,C,32
43492208,446401766,C,32
43492208,446401766,C,45
43492208,446401766,C,27
43492208,446401766,C,52
43492208,446401766,C,28
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,30
43492208,446401766,C,44
43492208,446401766,C,45
43492208,446401766,C,34
43492208,446401766,C,28
43492208,446401766,C,44
43492208,446401766,C,40
43492208,446401766,C,39
43492208,446401766,C,39
43492208,446401766,C,30
43492208,446401766,C,42
43492208,446401766,C,32
43492208,446401766,C,49
43492208,446401766,C,22
43492208,446401766,C,66
43492208,446401766,C,45
43492208,446401766,C,44
43492208,446401766,C,25
43492208,446401766,C,25
43492208,446401766,C,22
43492208,446401766,C,11
43492208,446401766,C,11
43492208,446401766,C,11
43492208,446401766,C,8
43492208,446401766,C,15
43492208,446401766,C,53
43492208,446401766,C,43
43492208,446401766,C,60
43492208,446401766,C,95
43492208,446401766,C,153
43492208,446401766,C,45
43492208,446401766,C,59
43492208,446401766,C,90
43492208,446401766,C,65
43492208,446401766,E,63
43497758,446399819,O,44
43497758,446399819,C,108
43493917,446419822,C,119
43493917,446419822,C,110
43496094,446418787,O,524
43496094,446418787,C,522
43487274,446424403,O,83
43490583,446423882,C,338
43491311,446420877,C,183
43491311,446420877,C,38
43491311,446420877,C,38
43491311,446420877,C,54
43498087,446425500,C,461
43498087,446425500,O,74
43498087,446425500,C,123
43500931,446422967,C,52
43500931,446422967,C,58
43500931,446422967,C,73
43500931,446422967,C,55
43500931,446422967,C,71
43499714,446421308,C,37
43499714,446421308,C,64
43499714,446421308,C,74
43489833,446432406,C,175
43494030,446429394,C,145
43494030,446429394,C,108
43494030,446429394,C,143
43494030,446429394,C,145
43496032,446427218,E,69
43496032,446427218,E,73
43491871,446426330,O,392
43489339,446427934,G,50
43490760,446447757,C,789
43490760,446447757,C,92
43490760,446447757,C,260
43490760,446447757,C,124
43490760,446447757,C,126
43492489,446445816,C,253
43492489,446445816,O,163
43492489,446445816,O,83
43492489,446445816,O,86
43492489,446445816,O,69
43492489,446445816,O,60
43491740,446442512,C,184
43491740,446442512,C,273
43491740,446442512,C,98
43491740,446442512,C,99
43491740,446442512,C,109
43491740,446442512,C,20
43491740,446442512,C,76
43491740,446442512,C,74
43491740,446442512,C,31
43491740,446442512,C,76
43491740,446442512,C,40
43491740,446442512,C,44
43491740,446442512,C,47
43491740,446442512,C,40
43491740,446442512,C,65
43491740,446442512,C,29
43491740,446442512,C,41
43491740,446442512,C,98
43491740,446442512,C,85
43491740,446442512,C,58
43491740,446442512,C,27
43491740,446442512,C,38
43491740,446442512,C,77
43491740,446442512,C,65
43491740,446442512,C,20
43491740,446442512,C,114
43491740,446442512,C,63
43491740,446442512,C,53
43491740,446442512,C,38
43496339,446442898,E,632
43498351,446442320,C,661
43498351,446442320,C,784
43498351,446442320,O,1354
43498351,446442320,O,71
43493576,446437213,C,172
43493576,446437213,C,340
43493576,446437213,C,280
43492228,446438245,C,62
43492228,446438245,C,44
43490713,446439370,C,38
43490713,446439370,C,408
43490713,446439370,C,44
43489305,446438891,C,71
43489305,446438891,C,74
43487466,446440627,C,74
43487466,446440627,C,637
43487466,446440627,O,40
43485316,446442340,C,113
43483175,446442863,C,188
43483175,446442863,O,150
43486058,446444109,O,69
43486058,446444109,C,117
43486058,446444109,C,155
43486058,446444109,O,82
43486058,446444109,O,106
43486058,446444109,O,53
43486058,446444109,O,61
43486058,446444109,O,83
43488591,446450159,I,28
43493285,446462698,C,935
43494504,446462586,C,95
43494504,446462586,C,115
43495928,446461236,C,150
43495928,446461236,C,134
43496657,446458014,C,233
43496657,446458014,C,97
43496657,446458014,C,97
43496657,446458014,C,283
43496657,446458014,C,54
43496657,446458014,C,328
43496657,446458014,C,170
43496657,446458014,C,356
43496657,446458014,C,263
43496657,446458014,C,262
43496657,446458014,C,468
43496657,446458014,C,159
43496657,446458014,C,241
43496657,446458014,C,238
43496657,446458014,C,55
43496657,446458014,C,55
43496657,446458014,C,254
43496657,446458014,C,360
43496657,446458014,I,54
43500081,446456623,C,160
43500081,446456623,C,156
43500081,446456623,C,158
43500081,446456623,O,78
43500081,446456623,C,54
43500081,446456623,O,95
43500081,446456623,C,93
43500081,446456623,C,106
43500081,446456623,C,170
43500081,446456623,C,119
43500081,446456623,C,296
43500081,446456623,C,109
43493997,446457469,C,196
43493997,446457469,O,112
43493416,446458013,C,255
43491598,446459550,C,114
43491598,446459550,C,106
43491598,446459550,C,87
43491598,446459550,C,88
43491598,446459550,O,69
43491598,446459550,O,56
43491598,446459550,O,51
43491598,446459550,O,53
43491598,446459550,O,121
43492292,446460430,C,339
43492104,446461405,C,184
43493866,446460337,O,306
43491861,446456901,C,120
43491861,446456901,C,39
43492490,446452082,C,532
43492490,446452082,C,22
43492490,446452082,C,118
43496578,446448939,C,733
43492428,446450175,C,99
43491542,446450675,C,101
43490781,446451144,C,61
43490781,446451144,C,90
43490028,446453482,C,60
43490777,446454611,C,36
43491414,446455828,C,87
43491414,446455828,O,80
43491414,446455828,O,78
43491414,446455828,C,52
43497498,446464930,C,88
43497498,446464930,C,63
43497498,446464930,C,101
43497498,446464930,C,105
43497498,446464930,C,96
43497498,446464930,C,85
43497498,446464930,C,154
43497498,446464930,C,22
43497498,446464930,C,22
43497498,446464930,C,23
43497498,446464930,C,31
43497498,446464930,C,31
43497498,446464930,C,23
43497498,446464930,C,22
43497498,446464930,C,22
43497498,446464930,C,33
43497498,446464930,C,33
43497498,446464930,C,38
43497498,446464930,C,29
43497498,446464930,C,33
43497498,446464930,C,34
43497498,446464930,C,45
43497498,446464930,C,34
43497498,446464930,C,33
43497498,446464930,C,40
43497498,446464930,C,32
43497498,446464930,C,25
43497498,446464930,C,21
43497498,446464930,C,41
43497498,446464930,C,35
43497498,446464930,C,34
43497498,446464930,C,36
43497498,446464930,C,36
43497498,446464930,C,36
43497498,446464930,C,36
43497498,446464930,C,36
43497498,446464930,C,21
43497498,446464930,C,30
43497498,446464930,C,30
43497498,446464930,C,31
43497498,446464930,C,21
43497498,446464930,O,65
43497498,446464930,C,65
43491900,446476022,C,643
43491850,446469023,C,183
43491850,446469023,C,121
43491850,446469023,C,80
43490583,446469673,C,88
43490583,446469673,O,68
43490583,446469673,O,68
43496111,446474645,C,51
43496111,446474645,C,208
43496111,446474645,C,130
43497757,446473697,C,244
43497757,446473697,C,311
43499220,446471871,C,296
43499220,446471871,C,304
43496131,446472439,T,1295
43496471,446470445,C,297
43495413,446469867,C,208
43495073,446468508,O,246
43495073,446468508,C,39
43495073,446468508,C,123
43495073,446468508,C,39
43495073,446468508,C,174
43494141,446467760,C,250
43494141,446467760,C,136
43494141,446467760,C,86
43494141,446467760,C,80
43494141,446467760,C,58
43494141,446467760,O,73
43493594,446466404,C,132
43493594,446466404,C,195
43494054,446470100,C,72
43494054,446470100,O,72
43494528,446471252,C,180
43494528,446471252,C,87
43496891,446494718,E,129512
43501299,446395336,C,59
43501299,446395336,C,63
43501299,446395336,C,220
43501299,446395336,K,95
43501299,446395336,C,284
43501299,446395336,C,267
43501299,446395336,C,791
43465644,446397083,I,19
43467258,446396520,C,34
43466770,446395099,C,34
43465757,446393914,C,34
43465752,446392300,C,34
43465239,446390816,C,34
43464727,446389388,C,34
43463090,446397286,C,34
43462647,446395822,C,34
43462078,446394425,C,34
43461655,446393052,C,34
43461168,446391639,C,34
43461281,446390067,C,100
43468382,446404709,C,322
43462540,446402671,C,37
43464013,446402401,C,37
43465363,446401959,C,37
43466958,446401640,C,37
43469119,446402426,C,165
43473734,446416094,I,30
43470813,446408590,E,2705
43463605,446430159,C,109
43463605,446430159,C,46
43465086,446430428,C,263
43466154,446430351,E,480
43463725,446427917,C,44
43463725,446427917,C,70
43463725,446427917,C,70
43463725,446427917,C,44
43510129,446408089,I,3
43501778,446401532,C,92
43501069,446413952,C,139
43501069,446413952,C,142
43500170,446412544,C,138
43500170,446412544,C,146
43499151,446410979,C,148
43499151,446410979,C,141
43502896,446420068,C,54
43502896,446420068,C,62
43502896,446420068,C,67
43502896,446420068,C,123
43502243,446417473,I,223
43502243,446417473,C,112
43502243,446417473,C,66
43502243,446417473,O,113
43502243,446417473,O,113
43502243,446417473,O,84
43502243,446417473,O,65
43502243,446417473,O,75
43502243,446417473,O,84
43502243,446417473,O,65
43502243,446417473,O,75
43502243,446417473,O,160
43504394,446409531,I,45
43504867,446416388,I,2654
43500172,446428836,O,301
43501991,446427574,C,163
43501991,446427574,C,88
43501532,446425384,C,246
43498866,446427852,C,63
43502541,446426671,O,419
43503115,446440954,C,64
43499825,446436628,C,270
43499825,446436628,C,422
43499825,446436628,C,304
43499825,446436628,O,59
43499825,446436628,C,205
43497838,446433689,I,35
43497838,446433689,C,127
43497838,446433689,C,123
43497838,446433689,C,40
43497838,446433689,C,146
43497218,446436377,O,153
43497218,446436377,C,88
43497218,446436377,C,54
43497218,446436377,C,55
43497218,446436377,C,128
43497218,446436377,C,143
43497218,446436377,C,126
43502408,446441582,C,341
43505820,446437025,R,1273
43509888,446436347,C,236
43508968,446434952,C,140
43508968,446434952,C,73
43508968,446434952,E,45
43507860,446433884,E,100
43507860,446433884,O,65
43507860,446433884,O,62
43506666,446432336,C,129
43506666,446432336,C,174
43506666,446432336,C,246
43506666,446432336,C,113
43506666,446432336,C,457
43506666,446432336,Y,188
43506666,446432336,R,26
43506666,446432336,R,140
43506666,446432336,E,142
43503310,446432955,C,406
43503310,446432955,C,194
43503310,446432955,C,137
43505412,446428646,C,243
43496213,446453786,C,169
43496213,446453786,C,157
43496213,446453786,C,129
43497966,446453064,C,124
43498746,446452010,C,294
43460010,446426676,C,65
43460010,446426676,C,65
43460427,446427588,C,223
43468631,446427345,C,29
43465439,446424566,C,114
43464213,446422456,C,114
43463123,446421525,C,64
43463123,446421525,C,78
43462097,446422867,C,182
43466996,446428186,C,49
43466996,446428186,C,65
43467536,446428943,C,67
43465056,446433092,C,50
43465056,446433092,C,73
43462897,446432425,C,70
43462897,446432425,C,96
43463211,446434761,C,71
43463839,446436901,C,77
43465405,446439415,C,78
43465405,446439415,C,87
43465405,446439415,C,83
43465405,446439415,C,73
43465405,446439415,C,83
43465405,446439415,C,72
43458468,446464605,C,41
43458468,446464605,C,30
43458468,446464605,E,55
43460035,446460887,C,52
43460035,446460887,C,58
43460035,446460887,C,44
43462800,446459546,C,112
43462800,446459546,C,95
43462800,446459546,C,20
43462800,446459546,C,22
43462800,446459546,C,16
43462800,446459546,C,20
43462800,446459546,C,23
43462800,446459546,C,26
43462800,446459546,C,11
43463747,446459202,C,173
43464719,446458507,C,70
43467474,446455941,C,335
43468300,446455140,C,89
43503155,446449918,C,150
43504476,446447782,C,180
43506661,446447285,E,103
43506661,446447285,C,282
43501374,446447210,C,207
43501275,446448884,C,70
43501275,446448884,C,298
43501275,446448884,C,97
43505896,446451591,C,194
43505896,446451591,C,74
43505896,446451591,C,298
43505896,446451591,C,163
43505896,446451591,O,207
43508475,446449935,C,716
43508475,446449935,C,277
43508475,446449935,O,75
43508475,446449935,C,300
43503670,446457848,C,293
43503747,446452290,C,144
43503747,446452290,C,54
43501693,446454700,C,50
43501693,446454700,C,47
43501693,446454700,C,36
43501693,446454700,C,23
43501693,446454700,C,43
43501693,446454700,C,27
43501693,446454700,C,42
43501693,446454700,C,25
43501693,446454700,C,25
43501693,446454700,C,45
