43424161;446510695;24
43436252;446528041;30
43457812;446495827;32
43457812;446495827;32
43457812;446495827;32
43457812;446495827;32
43462582;446495331;32
43462582;446495331;32
43462582;446495331;32
43462582;446495331;32
43444715;446501865;33
43444715;446501865;33
43487535;446517532;35
43444715;446501865;36
43444715;446501865;38
43444715;446501865;38
43454375;446496718;39
43424161;446510695;40
43457237;446499138;41
43448880;446496732;44
43489086;446525931;44
43444715;446501865;44
43459574;446491022;45
43492999;446530915;45
43492378;446528880;45
43492490;446527603;45
43492521;446526116;45
43496384;446527509;45
43496493;446526000;45
43455708;446493561;46
43459574;446491022;46
43488496;446530537;46
43488543;446528896;46
43488448;446527532;46
43496471;446528936;46
43434181;446519182;46
43452834;446496282;47
43455708;446493561;47
43459574;446491022;47
43455419;446505421;47
43455052;446502425;47
43451767;446502804;47
43454681;446513372;47
43456199;446512984;47
43493331;446518294;47
43428133;446515615;47
43429016;446514543;47
43424776;446522001;47
43425949;446523057;47
43431600;446517033;47
43446344;446496994;48
43446344;446496994;48
43459574;446491022;48
43429372;446519772;48
43436555;446558655;48
43417514;446516790;49
43426136;446517950;49
43427145;446516564;49
43432276;446518650;49
43413585;446512919;49
43424942;446519091;49
43447980;446489473;49
43447980;446489473;49
43451780;446496294;50
43434589;446508167;50
43430808;446520680;50
43431930;446521802;50
43413689;446514482;51
43413533;446511277;51
43414940;446509870;51
43449112;446493350;51
43449112;446493350;51
43449112;446493350;51
43449112;446493350;51
43449112;446493350;51
43452834;446496282;52
43451780;446496294;52
43433138;446512835;52
43442759;446502797;53
43442759;446502797;53
43442759;446502797;53
43442759;446502797;53
43442629;446498840;53
43442629;446498840;53
43442629;446498840;53
43442629;446498840;53
43442629;446498840;53
43442629;446498840;53
43442629;446498840;53
43442629;446498840;53
43451780;446496294;53
43451780;446496294;53
43451780;446496294;53
43451780;446496294;53
43449678;446497950;53
43449678;446497950;53
43496457;446520971;53
43428825;446504585;53
43423319;446521220;53
43451780;446496294;54
43451780;446496294;54
43449678;446497950;54
43449678;446497950;54
43421674;446511801;54
43421674;446511801;54
43421674;446511801;54
43421674;446511801;54
43421674;446511801;54
43421674;446511801;54
43430017;446513348;54
43434209;446503127;54
43434209;446503127;54
43434209;446503127;54
43434209;446503127;54
43439439;446511899;54
43438322;446509640;54
43449678;446497950;55
43455425;446496220;55
43455425;446496220;55
43455425;446496220;55
43455425;446496220;55
43455378;446499339;55
43457237;446499138;55
43492747;446516498;55
43437346;446505487;55
43447980;446489473;55
43447980;446489473;55
43440365;446505745;56
43452834;446496282;56
43452834;446496282;56
43449678;446497950;56
43449678;446497950;56
43449678;446497950;56
43455708;446493561;56
43455708;446493561;56
43455708;446493561;56
43455708;446493561;56
43455708;446493561;56
43455708;446493561;56
43455708;446493561;56
43455708;446493561;56
43452707;446500302;56
43466674;446486693;56
43466674;446486693;56
43438040;446507677;56
43434132;446511589;56
43434132;446511589;56
43435251;446510280;56
43444715;446501865;56
43443654;446504329;57
43448880;446496732;57
43448103;446497022;57
43457237;446499138;57
43457237;446499138;57
43457237;446499138;57
43457237;446499138;57
43457237;446499138;57
43457237;446499138;57
43457237;446499138;57
43457237;446499138;57
43452707;446500302;57
43452707;446500302;57
43452707;446500302;57
43452707;446500302;57
43452707;446500302;57
43452707;446500302;57
43452707;446500302;57
43452707;446500302;57
43452561;446498561;57
43452561;446498561;57
43452561;446498561;57
43452561;446498561;57
43452561;446498561;57
43449975;446509707;57
43449975;446509707;57
43449975;446509707;57
43449975;446509707;57
43449866;446508260;57
43449866;446508260;57
43449866;446508260;57
43449866;446508260;57
43465643;446487846;57
43465643;446487846;57
43467560;446487835;57
43467560;446487835;57
43463477;446486918;57
43463477;446486918;57
43420230;446513524;57
43420230;446513524;57
43420230;446513524;57
43420230;446513524;57
43461657;446486944;58
43452834;446496282;58
43449678;446497950;58
43455378;446499339;58
43455378;446499339;58
43455378;446499339;58
43455378;446499339;58
43455378;446499339;58
43455378;446499339;58
43455378;446499339;58
43455378;446499339;58
43452561;446498561;58
43452561;446498561;58
43452561;446498561;58
43452561;446498561;58
43449866;446508260;58
43449866;446508260;58
43449866;446508260;58
43449866;446508260;58
43456636;446526578;58
43488496;446530537;58
43488496;446530537;58
43488496;446530537;58
43488543;446528896;58
43488543;446528896;58
43488543;446528896;58
43488448;446527532;58
43488448;446527532;58
43488448;446527532;58
43489086;446525931;58
43492378;446528880;58
43492378;446528880;58
43492378;446528880;58
43492490;446527603;58
43492490;446527603;58
43492490;446527603;58
43496471;446528936;58
43496384;446527509;58
43496384;446527509;58
43496384;446527509;58
43498313;446521331;58
43465643;446487846;58
43465643;446487846;58
43465643;446487846;58
43465643;446487846;58
43465643;446487846;58
43465643;446487846;58
43465643;446487846;58
43465643;446487846;58
43467560;446487835;58
43467560;446487835;58
43467560;446487835;58
43467560;446487835;58
43467560;446487835;58
43467560;446487835;58
43467560;446487835;58
43467560;446487835;58
43428664;446506697;58
43428664;446506697;58
43428664;446506697;58
43428664;446506697;58
43428664;446506697;58
43428664;446506697;58
43426658;446506143;58
43420421;446516169;58
43420421;446516169;58
43420421;446516169;58
43463387;446511603;58
43466122;446533237;58
43444700;446549352;58
43444700;446549352;58
43444700;446549352;58
43444700;446549352;58
43469721;446534645;59
43469487;446532728;59
43440365;446505745;59
43440365;446505745;59
43440365;446505745;59
43440365;446505745;59
43442759;446502797;59
43442759;446502797;59
43442759;446502797;59
43442759;446502797;59
43440635;446522411;59
43440635;446522411;59
43440635;446522411;59
43439732;446524055;59
43439732;446524055;59
43439732;446524055;59
43439715;446526055;59
43439715;446526055;59
43439715;446526055;59
43460547;446487488;59
43458298;446486343;59
43459181;446483189;59
43459181;446483189;59
43457909;446484101;59
43457909;446484101;59
43455708;446493561;59
43455708;446493561;59
43455708;446493561;59
43455708;446493561;59
43454681;446513372;59
43457712;446512944;59
43459454;446512341;59
43456636;446526578;59
43456636;446526578;59
43456636;446526578;59
43456636;446526578;59
43486084;446523012;59
43489321;446520959;59
43489321;446520959;59
43489321;446520959;59
43489321;446520959;59
43489321;446520959;59
43492999;446530915;59
43492521;446526116;59
43496493;446526000;59
43496457;446520971;59
43461431;446483677;59
43461431;446483677;59
43461247;446482082;59
43461247;446482082;59
43466674;446486693;59
43466674;446486693;59
43466674;446486693;59
43466674;446486693;59
43466674;446486693;59
43466674;446486693;59
43466674;446486693;59
43466674;446486693;59
43463477;446486918;59
43463477;446486918;59
43463477;446486918;59
43463477;446486918;59
43463477;446486918;59
43463477;446486918;59
43463477;446486918;59
43463477;446486918;59
43427524;446505260;59
43425648;446507324;59
43425648;446507324;59
43425648;446507324;59
43425648;446507324;59
43420230;446513524;59
43420230;446513524;59
43426837;446511901;59
43426837;446511901;59
43426837;446511901;59
43426837;446511901;59
43426837;446511901;59
43426837;446511901;59
43466720;446506933;59
43466122;446533237;59
43429088;446509228;59
43435002;446502086;59
43422715;446547596;59
43422715;446547596;59
43473186;446497813;60
43473186;446497813;60
43469867;446502148;60
43469867;446502148;60
43469877;446500615;60
43469877;446500615;60
43476323;446506982;60
43476323;446506982;60
43441304;446507520;60
43442224;446500579;60
43442224;446500579;60
43442224;446500579;60
