120659;1;1;2;1;4;830;845;1;10;11;0,916966847;38;1;2;1;074;074
120659;1;2;2;1;4;900;1000;10;2;11;24,61890106;38;1;2;1;006;074
120659;1;3;2;1;4;1645;1715;2;1;11;25,22921134;38;1;2;1;074;006
120659;1;4;2;1;4;1800;1815;1;7;24;0,916966847;38;1;2;1;074;074
120659;1;5;2;1;4;1815;1830;7;1;24;0,916966847;38;1;2;1;074;074
120659;2;1;1;6;1;830;845;1;4;14;0,916966847;9;1;2;1;074;074
120659;2;2;1;6;1;1815;1830;4;1;24;0,916966847;9;1;2;1;074;074
129051;1;1;2;1;1;830;930;1;2;2;17,6220577;49;0;3;1;079;074
129051;1;2;2;1;1;1530;1630;2;1;2;17,6220577;49;0;3;1;074;079
129051;1;3;2;1;1;2000;2200;1;9;24;0,888541336;49;0;3;1;074;074
129051;2;1;2;6;1;810;820;1;4;24;0,665733974;14;0;3;1;074;074
129051;2;2;2;6;1;1430;1440;4;1;24;0,665733974;14;0;3;1;074;074
129051;3;1;1;6;1;845;855;1;4;24;0,99791045;10;0;3;1;074;074
129051;3;2;1;6;1;1600;1610;4;1;24;0,99791045;10;0;3;1;074;074
132761;1;1;2;1;1;600;730;1;2;1;16,52635196;52;2;3;1;079;074
132761;1;2;2;1;1;1500;1620;2;1;1;16,52635196;52;2;3;1;074;079
132761;2;1;1;6;4;840;900;1;4;17;4,920891663;23;2;3;1;007;074
132761;2;2;1;6;4;1350;1405;4;1;17;4,920891663;23;2;3;1;074;007
132761;2;3;1;6;4;1530;1540;1;9;24;0,514027536;23;2;3;1;074;074
132761;2;4;1;6;4;1715;1730;9;1;24;0,514027536;23;2;3;1;074;074
132761;3;-1;2;1;1;-1;-1;-1;-1;-1;-1;21;2;3;1;;
134199;1;1;2;1;1;808;900;1;2;2;14,38344705;35;0;2;1;113;074
134199;1;2;2;1;1;1530;1730;2;1;2;14,38344705;35;0;2;1;074;113
134199;2;1;1;6;1;750;800;1;4;24;0,66863857;17;0;2;1;074;074
134199;2;2;1;6;1;1430;1440;4;1;24;0,66863857;17;0;2;1;074;074
144846;1;1;2;1;1;900;910;1;2;3;2,264346811;43;0;3;1;074;074
144846;1;2;2;1;1;1400;1410;2;3;2;2,543234702;43;0;3;1;074;074
144846;1;3;2;1;1;1600;1630;3;1;2;4,571171795;43;0;3;1;074;074
144846;1;4;2;1;1;1800;1830;1;7;24;2,274673993;43;0;3;1;074;074
144846;1;5;2;1;1;1930;2000;7;1;24;2,274673993;43;0;3;1;074;074
144846;2;1;2;6;1;850;900;1;4;24;0,289234717;10;0;3;1;074;074
144846;2;2;2;6;1;1700;1710;4;1;24;0,289234717;10;0;3;1;074;074
144846;2;3;2;6;1;1800;1830;1;4;24;2,274673993;10;0;3;1;074;074
144846;2;4;2;6;1;1930;2000;4;1;24;2,274673993;10;0;3;1;074;074
144846;3;1;2;6;1;850;900;1;4;24;0,289234717;16;0;3;1;074;074
144846;3;2;2;6;1;1700;1710;4;1;24;0,289234717;16;0;3;1;074;074
144846;3;3;2;6;1;1800;1830;1;4;24;2,274673993;16;0;3;1;074;074
144846;3;4;2;6;1;1930;2000;4;1;24;2,274673993;16;0;3;1;074;074
155189;1;1;1;1;4;1800;1845;1;2;1;13,17856316;20;1;2;1;079;074
155189;2;1;1;1;4;800;830;1;2;11;18,48371797;56;1;2;1;079;074
155189;2;2;1;1;4;1900;1930;2;1;11;18,48371797;56;1;2;1;074;079
171087;1;1;2;1;4;1900;1915;1;5;14;1,699033637;51;1;3;1;074;074
171087;1;2;2;1;4;2030;2040;5;1;14;1,699033637;51;1;3;1;074;074
171087;1;3;2;1;4;2215;2300;1;2;1;11,89405665;51;1;3;1;079;074
171087;2;1;1;1;4;715;750;1;2;11;18,72973069;23;1;3;1;079;074
171087;2;2;1;1;4;1500;1540;2;1;11;18,72973069;23;1;3;1;074;079
171087;2;3;1;1;4;1900;1915;1;5;11;1,699033637;23;1;3;1;074;074
171087;2;4;1;1;4;2030;2040;5;1;11;1,699033637;23;1;3;1;074;074
171087;3;1;1;6;1;1730;1800;1;5;2;13,34454941;20;1;3;1;079;074
171087;3;2;1;6;1;2030;2100;5;1;2;13,34454941;20;1;3;1;074;079
171348;1;1;2;1;4;700;830;1;7;4;20,21160062;51;1;3;1;079;074
171348;1;2;2;1;4;1400;1530;7;1;4;20,21160062;51;1;3;1;074;079
171348;1;3;2;1;4;1630;1650;1;2;11;6,149987351;51;1;3;1;007;074
171348;1;4;2;1;4;2030;2050;2;1;11;6,149987351;51;1;3;1;074;007
171348;2;1;1;6;1;800;850;1;4;1;13,62009749;22;1;3;1;079;074
171348;2;2;1;6;1;1430;1520;4;1;1;13,62009749;22;1;3;1;074;079
171348;3;1;2;6;1;700;830;1;6;4;20,21160062;19;1;3;1;079;074
171348;3;2;2;6;1;1400;1530;6;1;4;20,21160062;19;1;3;1;074;079
