id_hog,id_per,id_via,sexo,trabajo,carnet,hora_ini,hora_fin,mot_origen,mot_destino,vehiculo,distancia,edad,num_veh,num_miembros_fam,num_adultos,pueblo_dest,pueblo_orig
119776,1,1,2,1,4,900,920,1,2,11,11.65738242,31,1,1,1,006,074
119776,1,2,2,1,4,1400,1420,2,1,11,11.65738242,31,1,1,1,074,006
123733,1,1,1,1,5,700,710,1,2,11,2.518302678,55,5,1,1,007,074
123733,1,2,1,1,5,1810,1815,2,1,11,2.518302678,55,5,1,1,074,007
126152,1,1,1,1,4,620,640,1,2,11,4.93501543,57,1,1,1,092,074
126152,1,2,1,1,4,1845,1905,2,1,11,4.93501543,57,1,1,1,074,092
126357,1,-1,2,1,1,-1,-1,-1,-1,-1,-1,38,0,1,1,,
131050,1,-1,1,1,4,-1,-1,-1,-1,-1,-1,38,1,1,1,,
143543,1,1,1,1,1,750,820,1,2,2,1.775209031,40,0,1,1,074,074
143543,1,2,1,1,1,1600,1625,2,1,2,1.775209031,40,0,1,1,074,074
147973,1,1,2,2,4,715,800,1,2,1,17.8611965,55,0,1,1,079,074
147973,1,2,2,2,4,1500,1700,2,1,1,17.8611965,55,0,1,1,074,079
147973,1,3,2,2,4,1715,1730,1,4,3,1.983961778,55,0,1,1,074,074
147973,1,4,2,2,4,1930,2000,4,1,24,1.983961778,55,0,1,1,074,074
153898,1,1,2,1,4,900,1010,1,2,4,10.22014149,49,1,1,1,115,074
153898,1,2,2,1,4,1400,1515,2,1,4,10.22014149,49,1,1,1,074,115
164053,1,1,2,1,4,630,730,1,2,1,15.05501628,59,1,1,1,079,074
164053,1,2,2,1,4,1600,1700,2,1,1,15.05501628,59,1,1,1,074,079
164080,1,1,1,1,1,800,900,1,2,4,6.78346459,40,0,1,1,058,074
164080,1,2,1,1,1,1700,1800,2,1,4,6.78346459,40,0,1,1,074,058
164080,1,3,1,1,1,1900,1920,1,5,24,0.482643536,40,0,1,1,074,074
164080,1,4,1,1,1,2000,2015,5,1,24,0.482643536,40,0,1,1,074,074
167298,1,1,1,1,4,1100,1220,1,10,4,15.64890221,49,0,1,1,079,074
167298,1,2,1,1,4,1330,1410,10,1,4,15.64890221,49,0,1,1,074,079
167298,1,3,1,1,4,1445,1455,1,6,24,0.495610634,49,0,1,1,074,074
167298,1,4,1,1,4,1550,1600,6,1,24,0.495610634,49,0,1,1,074,074
168198,1,1,1,1,4,800,900,1,2,11,24.34761821,31,1,1,1,148,074
168198,1,2,1,1,4,1800,1845,2,1,11,24.34761821,31,1,1,1,074,148
177227,1,1,1,1,4,800,900,1,2,11,13.5105671,51,1,1,1,079,074
177227,1,2,1,1,4,1800,1900,2,1,11,13.5105671,51,1,1,1,074,079
469724,1,1,2,1,4,1100,1135,1,2,1,16.65052394,38,1,1,1,079,074
469724,1,2,2,1,4,1325,1400,2,1,1,16.65052394,38,1,1,1,074,079
470303,1,1,1,1,1,1300,1400,1,2,1,16.50573817,24,0,1,0,079,074
470303,1,2,1,1,1,1800,1900,2,1,1,16.50573817,24,0,1,0,074,079
472216,1,1,2,1,4,630,640,1,2,11,1.876477037,26,1,1,1,074,074
472216,1,2,2,1,4,1700,1730,2,9,11,6.525225252,26,1,1,1,065,074
472216,1,3,2,1,4,2000,2030,9,1,11,4.741265662,26,1,1,1,074,065
477122,1,1,2,1,1,1000,1100,1,2,1,16.11082745,33,0,1,1,079,074
477122,1,2,2,1,1,1300,1400,2,1,1,16.11082745,33,0,1,1,074,079
480048,1,1,2,1,1,800,845,1,2,1,12.8351941,50,0,1,1,079,074
480048,1,2,2,1,1,1900,1945,2,1,1,12.8351941,50,0,1,1,074,079
484828,1,1,1,1,4,1500,1530,10,2,11,150.4860223,62,1,1,1,074,005
488440,1,1,1,1,1,630,800,1,2,2,10.96368559,34,0,1,1,079,074
488440,1,2,1,1,1,1400,1500,2,1,2,10.96368559,34,0,1,1,074,079
488440,1,3,1,1,1,1800,1805,1,5,24,0.032009159,34,0,1,1,074,074
488440,1,4,1,1,1,1815,1830,5,1,24,0.032009159,34,0,1,1,074,074
499880,1,1,1,1,4,830,855,1,2,11,14.38220622,31,1,1,1,079,074
499880,1,2,1,1,4,1900,1930,2,1,11,14.38220622,31,1,1,1,074,079
501785,1,1,1,1,4,730,745,1,2,11,2.015161335,42,1,1,1,074,074
501785,1,2,1,1,4,1800,1815,2,1,11,2.015161335,42,1,1,1,074,074
517454,1,1,1,1,4,750,800,1,2,12,1.143096441,51,1,1,1,074,074
517454,1,2,1,1,4,2030,2040,2,1,12,1.143096441,51,1,1,1,074,074
519777,1,1,1,1,4,700,800,1,2,4,13.09182811,45,1,1,1,115,074
519777,1,2,1,1,4,1500,1600,2,1,4,13.09182811,45,1,1,1,074,115
521588,1,1,2,1,4,845,900,1,2,24,1.121719569,24,0,1,0,074,074
521588,1,2,2,1,4,1500,1515,2,1,24,1.121719569,24,0,1,0,074,074
522040,1,1,2,1,4,810,900,1,2,11,13.41242953,53,1,1,1,079,074
522040,1,2,2,1,4,1830,1920,2,1,11,13.41242953,53,1,1,1,074,079
526751,1,1,2,1,4,1315,1330,1,2,11,2.665892148,42,1,1,1,065,074
526751,1,2,2,1,4,2045,2100,2,1,11,2.665892148,42,1,1,1,074,065
527726,1,1,2,1,4,1000,1015,1,5,11,3.421042065,36,1,1,1,065,074
527726,1,2,2,1,4,2130,2145,5,1,11,3.421042065,36,1,1,1,074,065
528956,1,1,1,1,3,1700,1710,1,5,11,1.687495813,36,1,1,1,074,074
528956,1,2,1,1,3,1830,1840,5,1,11,1.687495813,36,1,1,1,074,074
529084,1,1,2,1,4,745,800,1,2,11,13.31633309,40,1,1,1,079,074
529084,1,2,2,1,4,1400,1415,2,9,11,16.51472531,40,1,1,1,074,079
529084,1,3,2,1,4,1545,1600,9,2,11,16.51472531,40,1,1,1,079,074
529084,1,4,2,1,4,1800,1815,2,9,11,16.51472531,40,1,1,1,074,079
529084,1,5,2,1,4,1945,2000,9,1,11,4.768018213,40,1,1,1,074,074
530475,1,1,2,1,4,830,845,1,2,11,7.29427792,37,1,1,1,079,074
530475,1,2,2,1,4,2030,2045,2,1,11,7.29427792,37,1,1,1,074,079
532141,1,-1,2,1,4,-1,-1,-1,-1,-1,-1,39,1,1,1,,
534478,1,1,1,1,4,730,830,1,2,11,25.28605793,33,1,1,1,079,074
534478,1,2,1,1,4,1800,1900,2,1,11,25.28605793,33,1,1,1,074,079
556937,1,1,2,1,4,630,730,1,2,2,11.13809209,58,0,1,1,079,074
556937,1,2,2,1,4,1430,1530,2,1,2,11.13809209,58,0,1,1,074,079
569358,1,1,2,1,4,730,745,1,2,11,2.250821868,57,1,1,1,074,074
569358,1,2,2,1,4,1445,1500,2,1,11,2.250821868,57,1,1,1,074,074
569358,1,3,2,1,4,1930,2000,1,1,24,0,57,1,1,1,074,074
569736,1,1,1,1,4,1830,1840,1,8,24,0.993138967,26,0,1,1,074,074
569736,1,2,1,1,4,2200,2210,8,1,24,0.993138967,26,0,1,1,074,074
575940,1,1,1,1,5,800,810,1,2,11,5.446362554,29,2,1,1,079,074
575940,1,2,1,1,5,1900,1920,2,1,11,5.446362554,29,2,1,1,074,079
603899,1,1,2,1,4,915,930,1,2,11,2.862893589,39,1,1,1,074,074
603899,1,2,2,1,4,1930,1945,2,1,11,2.862893589,39,1,1,1,074,074
603899,1,3,2,1,4,2015,2030,1,5,11,2.935214082,39,1,1,1,074,074
603899,1,4,2,1,4,2200,2220,5,1,11,2.935214082,39,1,1,1,074,074
607487,1,1,1,1,4,800,820,1,2,12,9.839901736,43,1,1,1,113,074
607487,1,2,1,1,4,2100,2125,2,1,12,9.839901736,43,1,1,1,074,113
611404,1,1,2,1,4,1800,1830,1,2,11,22.92555784,30,1,1,1,005,074
611404,1,2,2,1,4,2330,2355,2,1,11,22.92555784,30,1,1,1,074,005
614532,1,1,2,1,4,1300,1340,1,2,1,10.228956,47,1,1,1,079,074
614532,1,2,2,1,4,1600,1645,2,1,1,10.228956,47,1,1,1,074,079
614793,1,1,1,1,1,730,745,1,2,24,0.856439051,52,0,1,1,074,074
614793,1,2,1,1,1,1700,1715,2,1,24,0.856439051,52,0,1,1,074,074
614793,1,3,1,1,1,1900,1930,1,1,24,0,52,0,1,1,074,074
618339,1,1,1,1,5,1000,1020,1,6,17,11.85334977,35,1,1,1,079,074
618339,1,2,1,1,5,1100,1110,6,2,17,1.542872204,35,1,1,1,079,079
618339,1,3,1,1,5,1200,1220,2,6,17,10.19200315,35,1,1,1,074,079
618339,1,4,1,1,5,1330,1345,6,1,17,4.013508222,35,1,1,1,074,074
618339,1,5,1,1,5,2000,2100,1,9,24,0.313534827,35,1,1,1,074,074
618339,1,6,1,1,5,2100,2200,9,1,24,0.313534827,35,1,1,1,074,074
619604,1,1,1,1,4,700,800,1,2,11,12.8435817,47,1,1,1,079,074
619604,1,2,1,1,4,1830,1930,2,1,11,12.8435817,47,1,1,1,074,079
620339,1,1,1,1,4,800,815,2,2,11,3.298735372,42,1,1,1,065,074
620339,1,2,1,1,4,2000,2020,2,1,11,3.298735372,42,1,1,1,074,065
621515,1,1,2,1,4,710,750,1,2,1,10.5839279,39,0,1,1,079,074
621515,1,2,2,1,4,1700,1745,2,1,1,10.5839279,39,0,1,1,074,079
621515,1,3,2,1,4,1845,1855,1,9,24,0.232248752,39,0,1,1,074,074
621515,1,4,2,1,4,2015,2030,9,1,24,0.232248752,39,0,1,1,074,074
622858,1,1,1,1,4,1730,1800,1,9,24,0.126544577,41,1,1,1,074,074
622858,1,2,1,1,4,1800,1900,9,1,24,0.126544577,41,1,1,1,074,074
625103,1,1,2,1,4,645,730,1,2,11,28.15223436,46,1,1,1,006,074
625103,1,2,2,1,4,1830,1915,2,1,11,28.15223436,46,1,1,1,074,006
625103,1,3,2,1,4,1940,1945,1,10,11,1.796716047,46,1,1,1,074,074
625103,1,4,2,1,4,2100,2115,10,1,11,1.796716047,46,1,1,1,074,074
2025067,1,1,1,1,4,800,830,1,2,11,19.97987225,40,1,1,1,045,074
2025067,1,2,1,1,4,1900,1930,2,1,11,19.97987225,40,1,1,1,074,045
2028624,1,1,1,1,4,710,800,1,2,1,12.55510945,50,0,1,1,115,074
2028624,1,2,1,1,4,1800,1920,2,1,1,12.55510945,50,0,1,1,074,115
2029099,1,1,1,1,4,1100,1200,1,2,11,9.764504925,63,1,1,1,092,074
2029099,1,2,1,1,4,2300,2320,2,1,11,9.764504925,63,1,1,1,074,092
2030993,1,1,2,1,1,600,800,1,2,2,8.057379649,56,0,1,1,092,074
2030993,1,2,2,1,1,1500,1630,2,1,2,8.057379649,56,0,1,1,074,092
2034221,1,1,2,1,1,800,830,1,2,4,6.785227514,32,0,1,1,092,074
2034221,1,2,2,1,1,1400,1430,2,1,4,6.785227514,32,0,1,1,074,092
2039051,1,1,2,1,1,1100,1200,1,3,2,19.05395863,45,0,1,1,079,074
2039051,1,2,2,1,1,1730,1830,3,1,2,19.05395863,45,0,1,1,074,079
2041518,1,1,1,1,5,1100,1110,1,2,24,0.505328901,30,1,1,1,074,074
2041518,1,2,1,1,5,1800,1810,2,9,17,0.843868439,30,1,1,1,074,074
2041518,1,3,1,1,5,1920,1930,9,2,17,0.843868439,30,1,1,1,074,074
2043568,1,1,1,1,4,2000,2020,1,8,11,2.511929724,33,1,1,1,074,074
2043568,1,2,1,1,4,2300,2330,8,1,11,2.511929724,33,1,1,1,074,074
2051260,1,1,2,1,4,800,930,1,2,4,18.5059459,60,0,1,1,079,074
2051260,1,2,2,1,4,2100,2230,2,1,4,18.5059459,60,0,1,1,074,079
2057127,1,1,2,1,4,915,1000,1,2,11,6.767693373,42,1,1,1,007,074
2057127,1,2,2,1,4,1800,1845,2,1,11,6.767693373,42,1,1,1,074,007
2067521,1,1,2,1,4,915,1000,1,2,11,16.36942477,50,1,1,1,115,074
2067521,1,2,2,1,4,1400,1445,2,1,11,16.36942477,50,1,1,1,074,115
2082997,1,1,2,1,4,900,920,1,9,11,2.811555384,59,1,1,1,058,074
2082997,1,2,2,1,4,1054,1115,9,1,11,2.811555384,59,1,1,1,074,058
2082997,1,3,2,1,4,1330,1400,1,2,11,13.8807339,59,1,1,1,080,074
2082997,1,4,2,1,4,2210,2230,2,1,11,13.8807339,59,1,1,1,074,080
2088139,1,1,1,1,1,1100,1135,8,1,1,16.77120133,45,0,1,1,074,079
2098882,1,1,2,1,4,735,750,1,2,11,1.755156468,39,1,1,1,074,074
2098882,1,2,2,1,4,1500,1520,2,1,11,1.755156468,39,1,1,1,074,074
2098882,1,3,2,1,4,1530,1550,1,10,11,1.80672767,39,1,1,1,074,074
2098882,1,4,2,1,4,1800,1820,10,8,11,1.705897316,39,1,1,1,074,074
2098882,1,5,2,1,4,2045,2110,8,1,11,2.987945353,39,1,1,1,074,074
3006638,1,1,1,1,4,1000,1050,1,6,2,14.14523358,65,1,1,1,079,074
3006638,1,2,1,1,4,1145,1205,6,10,4,2.605163791,65,1,1,1,079,079
3006638,1,3,1,1,4,1330,1430,10,1,2,13.51377571,65,1,1,1,074,079
3006638,1,4,1,1,4,1830,1845,1,5,11,2.293789247,65,1,1,1,074,074
3006638,1,5,1,1,4,2015,2030,5,1,11,2.293789247,65,1,1,1,074,074
3010090,1,1,2,1,4,842,900,1,10,11,1.821966417,37,1,1,1,074,074
3010090,1,2,2,1,4,905,915,10,1,11,1.821966417,37,1,1,1,074,074
3010090,1,3,2,1,4,1400,1410,1,7,11,1.821966417,37,1,1,1,074,074
3010090,1,4,2,1,4,1415,1425,7,1,11,1.821966417,37,1,1,1,074,074
3010090,1,5,2,1,4,1530,1540,1,7,11,1.821966417,37,1,1,1,074,074
3010090,1,6,2,1,4,1545,1555,7,1,11,1.821966417,37,1,1,1,074,074
3010090,1,7,2,1,4,1700,1710,1,10,11,1.800078797,37,1,1,1,074,074
3010090,1,8,2,1,4,2000,2010,10,1,11,1.800078797,37,1,1,1,074,074
3010094,1,1,2,1,4,830,850,1,2,11,19.23824823,38,2,1,1,161,074
3010094,1,2,2,1,4,1600,1620,2,1,11,19.23824823,38,2,1,1,074,161
3010094,1,3,2,1,4,1800,1805,1,5,24,0.344115621,38,2,1,1,074,074
3010094,1,4,2,1,4,1830,1835,5,1,24,0.344115621,38,2,1,1,074,074
3015182,1,1,1,1,5,1150,1230,1,6,1,16.77811024,33,1,1,1,079,074
3015182,1,2,1,1,5,1330,1400,6,1,1,16.77811024,33,1,1,1,074,079
3016400,1,1,2,1,4,815,835,1,7,11,4.846820167,41,2,1,1,074,074
3016400,1,2,2,1,4,915,940,7,2,11,14.57415953,41,2,1,1,079,074
3016400,1,3,2,1,4,2000,2020,2,1,11,10.24058441,41,2,1,1,074,079
3023265,1,1,2,1,4,900,920,1,2,11,14.7248736,39,2,1,1,006,074
3023265,1,2,2,1,4,1400,1420,2,1,11,14.7248736,39,2,1,1,074,006
3023265,1,3,2,1,4,1600,1630,1,2,11,14.7248736,39,2,1,1,006,074
3023265,1,4,2,1,4,1930,1950,2,1,11,14.7248736,39,2,1,1,074,006
3023741,1,-1,1,1,4,-1,-1,-1,-1,-1,-1,32,2,1,1,,
3023922,1,1,2,1,4,630,640,1,2,11,4.177001056,33,3,1,1,074,074
3023922,1,2,2,1,4,1445,1500,2,9,11,3.874584866,33,3,1,1,074,074
3023922,1,3,2,1,4,1630,1635,9,1,11,0.674604819,33,3,1,1,074,074
3027014,1,1,2,1,1,1021,1030,1,5,24,0.15120471,47,0,1,1,074,074
3027014,1,2,2,1,1,1121,1130,5,1,24,0.15120471,47,0,1,1,074,074
3027014,1,3,2,1,1,1600,1615,1,5,24,0.795164047,47,0,1,1,074,074
3027014,1,4,2,1,1,1815,1830,5,1,24,0.795164047,47,0,1,1,074,074
3027306,1,1,2,1,1,840,850,1,10,24,0.34886085,63,0,1,1,074,074
3027306,1,2,2,1,1,900,910,10,1,24,0.34886085,63,0,1,1,074,074
3027306,1,3,2,1,1,930,935,1,5,24,0.21041937,63,0,1,1,074,074
3027306,1,4,2,1,1,1100,1105,5,8,24,0.185613292,63,0,1,1,074,074
3027306,1,5,2,1,1,1130,1140,8,1,24,0.279162975,63,0,1,1,074,074
3027306,1,6,2,1,1,1200,1205,1,9,24,0.336189918,63,0,1,1,074,074
3027306,1,7,2,1,1,1315,1325,9,1,24,0.336189918,63,0,1,1,074,074
3027349,1,1,2,1,4,2110,2130,1,2,11,11.64720271,61,2,1,1,079,074
3027361,1,1,2,1,4,830,900,1,10,2,13.55133973,32,2,1,1,079,074
3027361,1,2,2,1,4,1230,1310,10,1,2,13.55133973,32,2,1,1,074,079
3027361,1,3,2,1,4,1500,1510,1,2,24,0.415460634,32,2,1,1,074,074
3027361,1,4,2,1,4,2200,2210,2,1,24,0.415460634,32,2,1,1,074,074
3027368,1,1,1,1,4,800,840,1,3,1,8.279006123,54,2,1,1,079,074
3027368,1,2,1,1,4,1400,1440,3,1,1,8.279006123,54,2,1,1,074,079
3027368,1,3,1,1,4,1808,1815,1,9,11,0.85496474,54,2,1,1,074,074
3027368,1,4,1,1,4,1957,2005,9,1,11,0.85496474,54,2,1,1,074,074
3027401,1,1,2,1,4,713,715,1,2,11,0.957940404,31,1,1,1,074,074
3027401,1,2,2,1,4,1721,1730,2,2,11,1.467644834,31,1,1,1,074,074
3027401,1,3,2,1,4,2018,2030,2,1,11,2.148080357,31,1,1,1,074,074
3027452,1,1,2,1,1,530,630,1,2,2,15.43917716,58,3,1,1,079,074
3027452,1,2,2,1,1,1400,1500,2,1,2,15.43917716,58,3,1,1,074,079
3027517,1,1,2,2,4,1430,1510,1,4,1,13.18226121,42,2,1,1,079,074
3027517,1,2,2,2,4,1900,1945,4,1,1,13.18226121,42,2,1,1,074,079
3027549,1,1,2,1,4,702,715,1,2,11,1.415243125,39,2,1,1,074,074
3027549,1,2,2,1,4,1502,1515,2,1,11,1.415243125,39,2,1,1,074,074
3027549,1,3,2,1,4,1715,1720,1,10,24,0.145828761,39,2,1,1,074,074
3027549,1,4,2,1,4,1720,1800,10,10,11,6.075884648,39,2,1,1,058,074
3027549,1,5,2,1,4,2000,2015,10,1,11,5.947391002,39,2,1,1,074,058
3027625,1,1,2,2,4,830,930,1,2,1,14.00433555,27,1,1,1,079,074
3027625,1,2,2,2,4,1500,1615,2,1,2,14.00433555,27,1,1,1,074,079
3027672,1,1,1,1,5,852,900,1,2,11,1.929767413,46,2,1,1,074,074
3027672,1,2,1,1,5,1500,1510,2,7,11,4.091526771,46,2,1,1,079,074
3027672,1,3,1,1,5,1748,1800,7,1,11,4.130939882,46,2,1,1,074,079
3027672,1,4,1,1,5,1822,1835,1,5,24,0.783448475,46,2,1,1,074,074
3027672,1,5,1,1,5,1851,1905,5,1,24,0.783448475,46,2,1,1,074,074
3027799,1,-1,2,1,1,-1,-1,-1,-1,-1,-1,65,2,1,1,,
3027956,1,1,2,1,4,900,930,1,2,14,17.34866904,60,1,1,1,079,074
3027956,1,2,2,1,4,1900,1945,2,1,14,17.34866904,60,1,1,1,074,079
3027957,1,1,2,2,4,900,1000,1,4,11,6.840676848,37,2,1,1,074,074
3027957,1,2,2,2,4,1400,1430,4,1,11,6.840676848,37,2,1,1,074,074
3028548,1,1,2,1,1,730,900,1,2,1,18.20315795,42,1,1,1,079,074
3028548,1,2,2,1,1,2000,2045,2,10,4,7.613539428,42,1,1,1,148,079
3028548,1,3,2,1,1,2200,2330,10,1,2,23.51692547,42,1,1,1,074,148
3028564,1,1,1,1,4,730,830,1,2,11,16.48367835,29,2,1,1,079,074
3028564,1,2,1,1,4,1530,1615,2,1,11,16.48367835,29,2,1,1,074,079
3028564,1,3,1,1,4,1800,1810,1,8,24,0.642718076,29,2,1,1,074,074
3028564,1,4,1,1,4,2030,2045,8,1,24,0.642718076,29,2,1,1,074,074
3030938,1,1,2,1,1,800,930,1,2,2,17.00514744,56,2,1,1,080,074
3030938,1,2,2,1,1,1805,1930,2,1,2,17.00514744,56,2,1,1,074,080
3032036,1,1,1,1,4,540,730,1,2,2,17.11065328,59,1,1,1,079,074
3032036,1,2,1,1,4,1800,1845,2,1,2,17.11065328,59,1,1,1,074,079
3032219,1,1,2,1,4,730,800,1,2,11,6.668603587,61,2,1,1,074,074
3032219,1,2,2,1,4,1500,1530,2,1,11,6.668603587,61,2,1,1,074,074
3032228,1,1,2,1,4,736,750,1,2,24,0.508906076,54,2,1,1,074,074
3032228,1,2,2,1,4,1500,1510,2,1,24,0.508906076,54,2,1,1,074,074
3032228,1,3,2,1,4,1704,1705,1,5,24,0.011696878,54,2,1,1,074,074
3032228,1,4,2,1,4,1904,1905,5,1,24,0.011696878,54,2,1,1,074,074
3032236,1,1,1,1,4,530,600,1,2,2,11.26318298,42,1,1,1,079,074
3032236,1,2,1,1,4,1500,1600,2,1,2,11.26318298,42,1,1,1,074,079
3032330,1,1,1,1,4,600,620,1,2,11,13.50090672,60,1,1,1,065,074
3032330,1,2,1,1,4,1700,1800,2,1,11,13.50090672,60,1,1,1,074,065
3032423,1,1,2,1,4,830,855,1,2,11,7.270299119,50,3,1,1,092,074
3032423,1,2,2,1,4,1620,1640,2,10,11,7.48910186,50,3,1,1,074,092
3032423,1,3,2,1,4,1646,1650,7,1,11,0.476727986,50,3,1,1,074,074
3032522,1,1,2,1,4,630,745,1,2,2,17.04577984,55,1,1,1,079,074
3032522,1,2,2,1,4,1300,1355,2,1,2,17.04577984,55,1,1,1,074,079
3032533,1,1,1,1,4,830,845,1,2,11,3.025627618,56,1,1,1,074,074
3032533,1,2,1,1,4,945,1010,2,3,11,10.95079432,56,1,1,1,073,074
3032533,1,3,1,1,4,1130,1200,3,1,11,7.983685663,56,1,1,1,074,073
3032533,1,4,1,1,4,1345,1350,1,5,24,0.346781099,56,1,1,1,074,074
3032533,1,5,1,1,4,1450,1455,5,8,24,0.139223101,56,1,1,1,074,074
3032533,1,6,1,1,4,1500,1505,8,1,24,0.224034664,56,1,1,1,074,074
3032646,1,1,2,1,4,1600,1610,1,10,14,7.675493583,65,1,1,1,074,074
3032646,1,2,2,1,4,1800,1815,10,1,14,7.675493583,65,1,1,1,074,074
3032712,1,1,2,1,4,1124,1230,1,6,1,23.12312751,59,2,1,1,079,074
3032712,1,2,2,1,4,1315,1510,6,10,1,22.5164547,59,2,1,1,074,079
3032712,1,3,2,1,4,1844,1900,10,1,3,1.279618032,59,2,1,1,074,074
3032783,1,1,2,1,4,1152,1205,1,5,24,0.829255423,49,2,1,1,074,074
3032783,1,2,2,1,4,1207,1220,5,1,24,0.829255423,49,2,1,1,074,074
3032789,1,1,2,1,4,1000,1015,1,5,24,0.936101485,53,3,1,1,074,074
3032789,1,2,2,1,4,1045,1100,5,1,24,0.936101485,53,3,1,1,074,074
3032809,1,1,2,2,4,1300,1440,1,2,2,19.70389643,25,3,1,1,079,074
3032809,1,2,2,2,4,2200,2340,2,1,2,19.70389643,25,3,1,1,074,079
3032818,1,1,2,1,4,730,815,1,10,14,51.90482335,63,2,1,1,045,074
3032818,1,2,2,1,4,1320,1400,10,1,14,51.90482335,63,2,1,1,074,045
3032831,1,1,2,1,1,900,930,1,2,4,8.454486186,47,0,1,1,092,074
3032831,1,2,2,1,1,1200,1230,2,1,4,8.454486186,47,0,1,1,074,092
3032914,1,1,1,1,4,1100,1110,1,5,11,4.354302537,51,2,1,1,007,074
3032914,1,2,1,1,4,1210,1220,5,1,11,4.354302537,51,2,1,1,074,007
3033158,1,1,1,1,4,1100,1130,1,2,12,31.20035564,62,3,1,1,079,074
3033158,1,2,1,1,4,1330,1335,2,10,11,1.333016943,62,3,1,1,079,079
3033158,1,3,1,1,4,1600,1645,10,1,11,30.39503787,62,3,1,1,074,079
3033215,1,1,1,1,4,1300,1315,1,10,11,4.919280912,59,1,1,1,058,074
3033215,1,2,1,1,4,1410,1430,10,1,11,4.919280912,59,1,1,1,074,058
3033215,1,3,1,1,4,1830,1835,1,1,24,0,59,1,1,1,074,074
3033358,1,1,2,1,4,620,730,1,2,11,22.79723324,41,1,1,1,079,074
3033358,1,2,2,1,4,1400,1440,2,1,11,22.79723324,41,1,1,1,074,079
3033563,1,1,2,1,1,1500,1630,1,8,2,16.79103711,62,1,1,1,079,074
3033563,1,2,2,1,1,2000,2100,8,1,2,16.79103711,62,1,1,1,074,079
3033577,1,1,2,1,4,730,750,2,1,11,13.13935682,49,4,1,1,074,092
3033577,1,2,2,1,4,2045,2100,1,2,11,13.13935682,49,4,1,1,092,074
3033616,1,1,1,1,5,1000,1530,8,1,11,458.3357137,47,2,1,1,074,006
3033616,1,2,1,1,5,1633,1635,1,7,11,0.196467048,47,2,1,1,074,074
3033616,1,3,1,1,5,1635,1645,7,5,12,2.246694916,47,2,1,1,006,074
3033616,1,4,1,1,5,1830,1835,5,1,12,2.098409699,47,2,1,1,074,006
3033641,1,1,2,1,4,930,1000,1,5,24,1.072165996,52,2,1,1,074,074
3033641,1,2,2,1,4,1030,1110,5,1,24,1.072165996,52,2,1,1,074,074
3033641,1,3,2,1,4,1630,1640,1,6,24,0.770525198,52,2,1,1,074,074
3033641,1,4,2,1,4,1709,1715,6,5,24,0.102991081,52,2,1,1,074,074
3033641,1,5,2,1,4,1720,1745,5,1,24,0.840341054,52,2,1,1,074,074
3033641,1,6,2,1,4,2001,2015,1,9,24,0.369825649,52,2,1,1,074,074
3033641,1,7,2,1,4,2029,2045,9,1,24,0.369825649,52,2,1,1,074,074
3033648,1,1,2,1,4,1100,1110,1,5,24,0.803939074,56,4,1,1,074,074
3033648,1,2,2,1,4,1120,1130,5,1,24,0.803939074,56,4,1,1,074,074
3033738,1,1,1,1,4,900,1000,1,3,11,26.90394323,39,3,1,1,079,074
3033738,1,2,1,1,4,1930,2015,3,1,11,26.90394323,39,3,1,1,074,079
3033741,1,1,2,1,4,510,530,1,2,11,10.45817204,58,2,1,1,058,074
3033741,1,2,2,1,4,1615,1640,2,1,11,10.45817204,58,2,1,1,074,058
3033803,1,1,1,1,4,1611,1615,1,7,11,0.548462048,53,2,1,1,074,074
3033803,1,2,1,1,4,1701,1705,7,1,11,0.548462048,53,2,1,1,074,074
3033843,1,1,2,1,4,730,750,1,2,14,17.24436953,55,1,1,1,079,074
3033843,1,2,2,1,4,1500,1520,2,1,14,17.24436953,55,1,1,1,074,079
3033843,1,3,2,1,4,1818,1830,1,5,24,0.206011184,55,1,1,1,074,074
3033843,1,4,2,1,4,1903,1915,5,1,24,0.206011184,55,1,1,1,074,074
3033900,1,1,1,1,5,730,800,1,7,11,4.407897615,47,2,1,1,074,074
3033900,1,2,1,1,5,805,815,7,2,11,3.799229977,47,2,1,1,079,074
3033900,1,3,1,1,5,1800,1820,2,10,11,3.997442342,47,2,1,1,074,079
3033900,1,4,1,1,5,2115,2135,10,1,11,6.599550206,47,2,1,1,074,074
3033902,1,1,2,1,4,900,905,1,6,24,0.305048607,60,1,1,1,074,074
3033902,1,2,2,1,4,930,940,6,1,24,0.305048607,60,1,1,1,074,074
3033902,1,3,2,1,4,1400,1415,1,8,24,0,60,1,1,1,074,074
3033959,1,1,1,1,4,753,805,1,6,11,6.488155075,61,3,1,1,074,074
3033959,1,2,1,1,4,853,905,6,1,11,6.488155075,61,3,1,1,074,074
3033959,1,3,1,1,4,1000,1015,1,8,11,1.152783674,61,3,1,1,006,074
3033959,1,4,1,1,4,1100,1115,8,1,11,1.152783674,61,3,1,1,074,006
3034073,1,1,1,1,4,1030,1040,1,3,11,4.225712831,58,5,1,1,058,074
3034073,1,2,1,1,4,1100,1110,3,1,11,4.225712831,58,5,1,1,074,058
3034073,1,3,1,1,4,1500,1525,1,2,11,19.62156209,58,5,1,1,079,074
3034073,1,4,1,1,4,1915,1945,2,1,11,19.62156209,58,5,1,1,074,079
