id_hog,id_per,id_via,sexo,trabajo,carnet,hora_ini,hora_fin,mot_origen,mot_destino,vehiculo,distancia,edad,num_veh,num_miembros_fam,num_adultos,pueblo_dest,pueblo_orig
162181,3,1,2,6,1,750,810,1,4,3,2.346705506,17,1,3,2,074,074
162181,3,2,2,6,1,1430,1500,4,1,3,2.346705506,17,1,3,2,074,074
176729,1,1,1,4,4,850,855,1,7,24,0.477277576,49,1,5,2,074,074
176729,1,2,1,4,4,900,905,7,1,24,0.477277576,49,1,5,2,074,074
176729,1,3,1,4,4,1100,1105,1,8,24,0.499653905,49,1,5,2,074,074
176729,1,4,1,4,4,1730,1735,8,1,24,0.499653905,49,1,5,2,074,074
176729,2,1,2,7,1,1000,1030,1,10,24,0.386729981,41,1,5,2,074,074
176729,2,2,2,7,1,1030,1045,10,1,24,0.386729981,41,1,5,2,074,074
176729,3,1,1,6,1,800,805,1,4,24,0.477277576,13,1,5,2,074,074
176729,3,2,1,6,1,1430,1435,4,1,24,0.477277576,13,1,5,2,074,074
176729,4,1,1,6,1,850,855,1,4,24,0.477277576,12,1,5,2,074,074
176729,4,2,1,6,1,1630,1635,4,1,24,0.477277576,12,1,5,2,074,074
176729,4,3,1,6,1,1800,1810,1,9,24,0,12,1,5,2,074,074
176729,5,1,1,6,1,850,855,1,4,24,0.477277576,9,1,5,2,074,074
176729,5,2,1,6,1,1630,1635,4,1,24,0.477277576,9,1,5,2,074,074
176729,5,3,1,6,1,1800,1810,1,9,24,0,9,1,5,2,074,074
177003,1,1,2,3,1,1000,1145,1,9,1,8.640300677,74,0,3,2,079,074
177003,1,2,2,3,1,1200,1310,9,1,1,8.640300677,74,0,3,2,074,079
177003,2,1,1,3,4,900,1030,1,10,1,13.05543149,75,0,3,2,079,074
177003,2,2,1,3,4,1200,1300,10,1,1,13.05543149,75,0,3,2,074,079
177003,3,1,1,6,1,1430,1455,1,4,1,1.433282893,18,0,3,2,074,074
177003,3,2,1,6,1,2104,2130,4,1,1,1.433282893,18,0,3,2,074,074
473652,1,1,2,4,4,1900,1930,1,1,24,0,27,0,4,2,074,074
473652,2,1,1,4,4,1900,1930,1,1,24,0,30,0,4,2,074,074
473652,3,1,2,6,1,1900,1930,1,1,24,0,7,0,4,2,074,074
473652,4,1,1,6,1,1900,1930,1,1,24,0,4,0,4,2,074,074
478918,1,1,1,4,1,850,900,1,7,24,0.299020076,35,0,3,2,074,074
478918,1,2,1,4,1,905,915,7,1,24,0.299020076,35,0,3,2,074,074
478918,1,3,1,4,1,1250,1300,1,10,24,0.299020076,35,0,3,2,074,074
478918,1,4,1,4,1,1310,1320,10,1,24,0.299020076,35,0,3,2,074,074
478918,2,-1,2,4,1,-1,-1,-1,-1,-1,-1,31,0,3,2,,
478918,3,1,2,6,1,850,900,1,4,24,0.299020076,6,0,3,2,074,074
478918,3,2,2,6,1,1300,1310,4,1,24,0.299020076,6,0,3,2,074,074
502502,1,1,2,8,4,923,930,1,7,11,0.763547284,45,1,5,2,074,074
502502,1,2,2,8,4,952,1000,7,5,11,0.601277497,45,1,5,2,074,074
502502,1,3,2,8,4,1028,1030,5,1,11,0.165758749,45,1,5,2,074,074
502502,1,4,2,8,4,1420,1430,1,7,11,0.763547284,45,1,5,2,074,074
502502,1,5,2,8,4,1430,1440,7,1,11,0.763547284,45,1,5,2,074,074
502502,2,-1,1,4,4,-1,-1,-1,-1,-1,-1,45,1,5,2,,
502502,3,1,1,6,1,920,930,1,4,14,0.763547284,9,1,5,2,074,074
502502,3,2,1,6,1,1430,1440,4,1,14,0.763547284,9,1,5,2,074,074
502502,4,1,1,6,1,920,930,1,4,14,0.763547284,7,1,5,2,074,074
502502,4,2,1,6,1,1430,1440,4,1,14,0.763547284,7,1,5,2,074,074
502502,5,1,2,6,1,920,930,1,4,14,0.763547284,6,1,5,2,074,074
502502,5,2,2,6,1,1430,1440,4,1,14,0.763547284,6,1,5,2,074,074
566455,1,1,1,3,4,2030,2100,1,10,11,60.70120537,42,2,3,2,080,074
566455,1,2,1,3,4,2110,2200,10,1,11,60.70120537,42,2,3,2,074,080
566455,2,1,2,3,3,850,900,1,10,24,0.288370727,42,2,3,2,074,074
566455,2,2,2,3,3,900,910,10,1,24,0.288370727,42,2,3,2,074,074
566455,2,3,2,3,3,1150,1200,1,7,24,0.288370727,42,2,3,2,074,074
566455,2,4,2,3,3,1205,1220,7,1,24,0.288370727,42,2,3,2,074,074
566455,2,5,2,3,3,1450,1500,1,10,24,0.288370727,42,2,3,2,074,074
566455,2,6,2,3,3,1500,1520,10,1,24,0.288370727,42,2,3,2,074,074
566455,2,7,2,3,3,1650,1700,1,7,24,0.288370727,42,2,3,2,074,074
566455,2,8,2,3,3,1700,1720,7,1,24,0.288370727,42,2,3,2,074,074
566455,3,1,1,6,1,850,900,1,4,24,0.28938794,11,2,3,2,074,074
566455,3,2,1,6,1,1200,1215,4,1,24,0.28938794,11,2,3,2,074,074
566455,3,3,1,6,1,1450,1500,1,4,24,0.28938794,11,2,3,2,074,074
566455,3,4,1,6,1,1700,1720,4,1,24,0.28938794,11,2,3,2,074,074
574446,1,1,2,4,4,1600,1615,1,5,24,0.271145703,41,0,5,3,074,074
574446,1,2,2,4,4,1745,1800,5,1,24,0.271145703,41,0,5,3,074,074
574446,2,1,1,4,1,1600,1615,1,5,24,0.271145703,43,0,5,3,074,074
574446,2,2,1,4,1,1745,1800,5,1,24,0.271145703,43,0,5,3,074,074
574446,3,1,1,7,1,1600,1615,1,5,24,0.271145703,9,0,5,3,074,074
574446,3,2,1,7,1,1745,1800,5,1,24,0.271145703,9,0,5,3,074,074
574446,4,1,1,9,1,1600,1615,1,5,24,0.271145703,7,0,5,3,074,074
574446,4,2,1,9,1,1745,1800,5,1,24,0.271145703,7,0,5,3,074,074
574446,5,-1,1,9,4,-1,-1,-1,-1,-1,-1,39,0,5,3,,
575268,1,-1,2,8,1,-1,-1,-1,-1,-1,-1,55,1,5,3,,
575268,2,1,1,3,4,845,900,1,10,24,0.555394333,58,1,5,3,074,074
575268,2,2,1,3,4,900,920,10,1,24,0.555394333,58,1,5,3,074,074
575268,2,3,1,3,4,1100,1120,1,9,24,0.763227892,58,1,5,3,074,074
575268,2,4,1,3,4,1300,1320,9,1,24,0.763227892,58,1,5,3,074,074
575268,2,5,1,3,4,1730,1750,1,9,24,0.763227892,58,1,5,3,074,074
575268,2,6,1,3,4,2000,2020,9,1,24,0.763227892,58,1,5,3,074,074
575268,3,1,2,4,1,1300,1315,1,10,24,0.555394333,30,1,5,3,074,074
575268,3,2,2,4,1,1400,1415,7,1,24,0.555394333,30,1,5,3,074,074
575268,4,1,1,6,1,845,900,1,4,2,1.857041558,21,1,5,3,074,074
575268,4,2,1,6,1,1400,1415,4,9,24,0.550175341,21,1,5,3,074,074
575268,4,3,1,6,1,2100,2120,9,1,2,1.82716012,21,1,5,3,074,074
575268,5,1,1,6,1,845,900,1,4,24,0.555394333,8,1,5,3,074,074
575268,5,2,1,6,1,1400,1415,4,1,24,0.555394333,8,1,5,3,074,074
603814,1,1,2,4,1,910,930,1,10,24,0.419037643,38,0,5,2,074,074
603814,1,2,2,4,1,930,945,10,1,24,0.419037643,38,0,5,2,074,074
603814,1,3,2,4,1,1030,1100,1,10,24,1.704859056,38,0,5,2,074,074
603814,1,4,2,4,1,1240,1300,10,1,24,1.704859056,38,0,5,2,074,074
603814,1,5,2,4,1,1436,1450,1,10,4,0.896660233,38,0,5,2,074,074
603814,1,6,2,4,1,1544,1600,10,1,4,0.896660233,38,0,5,2,074,074
603814,1,7,2,4,1,1610,1630,1,7,24,0.419037643,38,0,5,2,074,074
603814,1,8,2,4,1,1630,1650,7,1,24,0.419037643,38,0,5,2,074,074
603814,1,9,2,4,1,1730,1810,1,10,1,5.529850017,38,0,5,2,058,074
603814,1,10,2,4,1,2115,2200,10,1,1,5.529850017,38,0,5,2,074,058
603814,2,1,2,4,1,949,1015,1,10,24,2.015047795,47,0,5,2,074,074
603814,2,2,2,4,1,1149,1215,10,1,24,2.015047795,47,0,5,2,074,074
603814,3,1,2,6,1,810,820,1,4,24,0.419037643,14,0,5,2,074,074
603814,3,2,2,6,1,1500,1520,4,4,24,1.710233275,14,0,5,2,074,074
603814,3,3,2,6,1,1749,1815,4,1,24,2.015047795,14,0,5,2,074,074
603814,4,1,2,6,1,910,930,1,4,24,0.419037643,12,0,5,2,074,074
603814,4,2,2,6,1,1630,1650,4,1,24,0.419037643,12,0,5,2,074,074
603814,5,1,1,6,1,910,930,1,4,24,0.419037643,6,0,5,2,074,074
603814,5,2,1,6,1,1630,1650,4,1,24,0.419037643,6,0,5,2,074,074
614761,1,1,1,3,4,1700,1710,1,5,11,1.304809376,60,0,6,2,074,074
614761,1,2,1,3,4,2015,2030,5,1,11,1.304809376,60,0,6,2,074,074
614761,2,1,2,9,1,1700,1715,1,5,14,1.304809376,43,0,6,2,074,074
614761,2,2,2,9,1,2015,2030,5,1,14,1.304809376,43,0,6,2,074,074
614761,3,1,2,6,1,815,825,1,4,24,0.670186074,15,0,6,2,074,074
614761,3,2,2,6,1,1415,1430,4,1,24,0.670186074,15,0,6,2,074,074
614761,4,1,2,6,1,850,855,1,4,24,0.234148976,10,0,6,2,074,074
614761,4,2,2,6,1,1400,1410,4,1,24,0.234148976,10,0,6,2,074,074
614761,5,1,1,6,1,850,855,1,4,24,0.234148976,8,0,6,2,074,074
614761,5,2,1,6,1,1400,1410,4,1,24,0.234148976,8,0,6,2,074,074
614761,6,1,1,6,1,815,830,1,4,24,0.670186074,17,0,6,2,074,074
614761,6,2,1,6,1,1415,1430,4,1,24,0.670186074,17,0,6,2,074,074
614761,6,3,1,6,1,1800,1835,1,8,4,3.003082189,17,0,6,2,074,074
614761,6,4,1,6,1,2300,2315,8,1,4,3.003082189,17,0,6,2,074,074
2027948,1,1,2,4,4,1025,1030,1,5,14,0.595446477,35,1,5,2,074,074
2027948,1,2,2,4,4,1055,1100,5,1,14,0.595446477,35,1,5,2,074,074
2027948,1,3,2,4,4,1130,1200,1,9,24,0,35,1,5,2,074,074
2027948,2,1,1,4,4,1025,1030,1,5,11,0.630118731,41,1,5,2,074,074
2027948,2,2,1,4,4,1055,1100,5,1,11,0.630118731,41,1,5,2,074,074
2027948,2,3,1,4,4,1130,1200,1,9,24,0,41,1,5,2,074,074
2027948,3,1,2,6,1,815,830,1,4,14,0.77623142,16,1,5,2,074,074
2027948,3,2,2,6,1,1420,1435,4,1,14,0.77623142,16,1,5,2,074,074
2027948,4,1,1,6,1,843,850,1,4,14,0.795244844,13,1,5,2,074,074
2027948,4,2,1,6,1,1530,1545,4,1,14,0.795244844,13,1,5,2,074,074
2027948,4,3,1,6,1,1700,1730,1,9,24,0,13,1,5,2,074,074
2027948,5,1,1,6,1,815,830,1,4,14,0.77623142,15,1,5,2,074,074
2027948,5,2,1,6,1,1420,1430,4,1,14,0.77623142,15,1,5,2,074,074
2027948,5,3,1,6,1,1700,1730,1,9,24,0,15,1,5,2,074,074
2028592,1,-1,1,4,4,-1,-1,-1,-1,-1,-1,42,1,4,2,,
2028592,2,1,2,4,4,847,900,1,10,24,1.305034691,32,1,4,2,074,074
2028592,2,2,2,4,4,904,930,10,5,24,1.584163753,32,1,4,2,074,074
2028592,2,3,2,4,4,1131,1200,5,1,24,2.584850624,32,1,4,2,074,074
2028592,2,4,2,4,4,1339,1355,1,7,24,1.305034691,32,1,4,2,074,074
2028592,2,5,2,4,4,1356,1415,7,1,24,1.305034691,32,1,4,2,074,074
2028592,3,1,1,6,1,850,900,1,4,24,1.305034691,10,1,4,2,074,074
2028592,3,2,1,6,1,1348,1405,4,1,24,1.305034691,10,1,4,2,074,074
2028592,4,1,2,6,1,847,900,1,4,24,1.305034691,5,1,4,2,074,074
2028592,4,2,2,6,1,1352,1405,4,1,24,1.305034691,5,1,4,2,074,074
2030897,1,1,2,4,1,1000,1100,1,10,1,14.92221762,54,1,5,2,079,074
2030897,1,2,2,4,1,1900,2000,10,1,1,14.92221762,54,1,5,2,074,079
2030897,2,1,2,6,1,1637,1645,1,4,3,0.443582297,20,1,5,2,074,074
2030897,2,2,2,6,1,1953,2000,4,1,3,0.443582297,20,1,5,2,074,074
2030897,3,1,1,4,4,1200,1220,1,9,24,0,54,1,5,2,074,074
2030897,4,1,2,6,4,900,1000,1,4,4,5.967326879,24,1,5,2,058,074
2030897,4,2,2,6,4,1600,1700,4,1,4,5.967326879,24,1,5,2,074,058
2030897,5,1,1,6,1,810,830,1,4,24,0.650777863,15,1,5,2,074,074
2030897,5,2,1,6,1,1425,1445,4,1,24,0.650777863,15,1,5,2,074,074
2030897,5,3,1,6,1,1700,1710,1,9,24,0.185060981,15,1,5,2,074,074
2030897,5,4,1,6,1,1830,1840,9,1,24,0.185060981,15,1,5,2,074,074
2034242,1,1,1,3,4,1000,1010,1,5,24,0.224061571,61,1,3,2,074,074
2034242,1,2,1,3,4,1100,1110,5,1,24,0.224061571,61,1,3,2,074,074
2034242,2,1,2,3,1,1007,1010,1,5,24,0.224061571,60,1,3,2,074,074
2034242,2,2,2,3,1,1137,1140,5,1,24,0.224061571,60,1,3,2,074,074
2034242,3,-1,1,5,1,-1,-1,-1,-1,-1,-1,22,1,3,2,,
2042268,1,1,1,4,4,1000,1030,1,10,24,0.88767929,52,1,6,2,074,074
2042268,1,2,1,4,4,1400,1430,10,1,24,0.88767929,52,1,6,2,074,074
2042268,2,-1,2,4,1,-1,-1,-1,-1,-1,-1,40,1,6,2,,
2042268,3,1,2,6,1,815,830,1,4,24,0.920452861,16,1,6,2,074,074
2042268,3,2,2,6,1,1530,1545,4,1,24,0.920452861,16,1,6,2,074,074
2042268,4,1,1,6,1,855,900,1,4,24,0.238147171,7,1,6,2,074,074
2042268,4,2,1,6,1,1600,1605,4,1,24,0.238147171,7,1,6,2,074,074
2042268,5,1,2,6,1,855,900,1,4,24,0.238147171,5,1,6,2,074,074
2042268,5,2,2,6,1,1600,1605,4,1,24,0.238147171,5,1,6,2,074,074
2042268,6,1,1,6,1,855,900,1,4,24,0.238147171,9,1,6,2,074,074
2042268,6,2,1,6,1,1600,1605,4,1,24,0.238147171,9,1,6,2,074,074
2049677,1,1,2,8,1,840,900,1,7,24,0.866300494,38,1,3,2,074,074
2049677,1,2,2,8,1,900,920,7,1,24,0.866300494,38,1,3,2,074,074
2049677,1,3,2,8,1,1340,1400,1,10,24,0.866300494,38,1,3,2,074,074
2049677,1,4,2,8,1,1400,1420,7,1,24,0.866300494,38,1,3,2,074,074
2049677,1,5,2,8,1,1540,1600,1,7,24,0.866300494,38,1,3,2,074,074
2049677,1,6,2,8,1,1700,1730,7,1,24,0.866300494,38,1,3,2,074,074
2049677,2,-1,1,9,4,-1,-1,-1,-1,-1,-1,37,1,3,2,,
2049677,3,1,2,6,1,840,900,1,4,24,0.866300494,6,1,3,2,074,074
2049677,3,2,2,6,1,1400,1420,4,1,24,0.866300494,6,1,3,2,074,074
2049677,3,3,2,6,1,1540,1600,1,9,24,0.866300494,6,1,3,2,074,074
2049677,3,4,2,6,1,1700,1720,9,1,24,0.866300494,6,1,3,2,074,074
2050493,1,1,1,3,4,800,815,1,9,2,2.858845788,71,0,5,3,074,074
2050493,1,2,1,3,4,1000,1015,9,1,4,2.858845788,71,0,5,3,074,074
2050493,1,3,1,3,4,1350,1400,1,7,24,0.64558742,71,0,5,3,074,074
2050493,1,4,1,3,4,1400,1410,7,1,24,0.64558742,71,0,5,3,074,074
2050493,2,-1,2,7,1,-1,-1,-1,-1,-1,-1,66,0,5,3,,
2050493,3,1,2,4,1,1530,1545,1,7,24,1.331209935,37,0,5,3,074,074
2050493,3,2,2,4,1,1800,1815,7,1,24,1.331209935,37,0,5,3,074,074
2050493,4,1,1,6,1,850,900,1,4,24,0.64558742,10,0,5,3,074,074
2050493,4,2,1,6,1,1400,1410,4,1,24,0.64558742,10,0,5,3,074,074
2050493,4,3,1,6,1,1530,1545,1,10,24,1.331209935,10,0,5,3,074,074
2050493,4,4,1,6,1,1800,1815,10,1,24,1.331209935,10,0,5,3,074,074
2050493,5,1,2,6,1,745,815,1,4,1,5.05415362,18,0,5,3,007,074
2050493,5,2,2,6,1,1420,1445,4,1,1,5.05415362,18,0,5,3,074,007
2057509,1,1,2,4,4,930,940,1,10,14,1.162287705,62,1,3,2,074,074
2057509,1,2,2,4,4,1212,1225,10,1,2,1.162287705,62,1,3,2,074,074
2057509,2,1,2,4,4,930,940,1,7,11,1.162287705,37,1,3,2,074,074
2057509,2,2,2,4,4,945,955,7,1,12,1.162287705,37,1,3,2,074,074
2057509,2,3,2,4,4,1200,1225,1,9,24,0,37,1,3,2,074,074
2057509,2,4,2,4,4,1624,1630,1,7,11,0.665017779,37,1,3,2,074,074
2057509,2,5,2,4,4,1635,1645,7,1,11,0.665017779,37,1,3,2,074,074
2057509,2,6,2,4,4,1900,1925,1,9,24,0,37,1,3,2,074,074
2057509,3,1,1,6,1,800,900,11,4,14,15.77895304,5,1,3,2,074,079
2057509,3,2,1,6,1,1639,1645,4,1,14,0.665017779,5,1,3,2,074,074
2076509,1,1,1,4,4,1345,1355,1,7,24,0.30278614,46,1,4,2,074,074
2076509,1,2,1,4,4,1405,1415,7,1,24,0.30278614,46,1,4,2,074,074
2076509,2,1,2,7,1,850,900,1,7,24,0.30278614,29,1,4,2,074,074
2076509,2,2,2,7,1,905,910,7,1,24,0.30278614,29,1,4,2,074,074
2076509,3,1,1,6,1,850,900,1,4,24,0.30278614,9,1,4,2,074,074
2076509,3,2,1,6,1,1400,1410,4,1,24,0.30278614,9,1,4,2,074,074
2076509,4,1,1,6,1,850,900,1,4,24,0.30278614,7,1,4,2,074,074
2076509,4,2,1,6,1,1400,1410,4,1,24,0.30278614,7,1,4,2,074,074
2081102,1,1,2,7,1,1000,1020,1,7,24,1.337662321,51,0,3,2,074,074
2081102,1,2,2,7,1,1340,1400,7,1,24,1.337662321,51,0,3,2,074,074
2081102,2,1,1,9,4,1000,1020,1,6,24,1.337662321,54,0,3,2,074,074
2081102,2,2,1,9,4,1340,1400,6,1,24,1.337662321,54,0,3,2,074,074
2081102,3,-1,2,6,4,-1,-1,-1,-1,-1,-1,20,0,3,2,,
2084073,1,1,1,4,4,1600,1730,1,10,24,1.823758275,44,1,6,2,074,074
2084073,1,2,1,4,4,1800,1930,10,1,24,1.823758275,44,1,6,2,074,074
2084073,2,-1,2,5,1,-1,-1,-1,-1,-1,-1,36,1,6,2,,
2084073,3,1,2,6,1,1500,1515,1,9,24,0,12,1,6,2,074,074
2084073,4,-1,1,6,1,-1,-1,-1,-1,-1,-1,9,1,6,2,,
2084073,5,-1,1,6,1,-1,-1,-1,-1,-1,-1,6,1,6,2,,
2084073,6,-1,1,6,1,-1,-1,-1,-1,-1,-1,6,1,6,2,,
2090055,1,1,2,4,4,815,1000,1,10,2,29.26067747,52,0,3,2,079,074
2090055,1,2,2,4,4,1100,1140,10,10,4,6.137342053,52,0,3,2,079,079
2090055,1,3,2,4,4,1245,1340,10,10,1,3.425182742,52,0,3,2,079,079
2090055,1,4,2,4,4,1700,1840,10,1,1,24.11688153,52,0,3,2,074,079
2090055,2,1,2,6,4,1100,1125,1,8,3,1.39308344,25,0,3,2,074,074
2090055,2,2,2,6,4,1349,1415,8,1,3,1.39308344,25,0,3,2,074,074
2090055,3,1,1,6,1,900,905,1,10,14,0.665779952,21,0,3,2,074,074
2090055,3,2,1,6,1,1109,1115,10,1,3,0.665779952,21,0,3,2,074,074
2095326,1,1,1,9,1,816,900,1,7,24,0.870983135,41,0,5,2,074,074
2095326,1,2,1,9,1,900,945,7,1,24,0.870983135,41,0,5,2,074,074
2095326,1,3,1,9,1,1111,1200,1,10,2,10.32711113,41,0,5,2,058,074
2095326,1,4,1,9,1,1336,1445,10,1,2,10.32711113,41,0,5,2,074,058
2095326,1,5,1,9,1,1815,1845,1,9,24,0,41,0,5,2,074,074
2095326,2,1,2,8,1,831,900,1,7,24,0.870983135,37,0,5,2,074,074
2095326,2,2,2,8,1,900,930,7,1,24,0.870983135,37,0,5,2,074,074
2095326,2,3,2,8,1,1111,1200,1,10,2,10.32711113,37,0,5,2,058,074
2095326,2,4,2,8,1,1336,1445,10,1,2,10.32711113,37,0,5,2,074,058
2095326,2,5,2,8,1,1745,1815,1,9,24,0,37,0,5,2,074,074
2095326,3,1,1,6,1,800,820,1,4,24,0.560215989,14,0,5,2,074,074
2095326,3,2,1,6,1,1420,1440,4,1,24,0.560215989,14,0,5,2,074,074
2095326,3,3,1,6,1,1745,1815,1,9,24,0,14,0,5,2,074,074
2095326,4,1,1,6,1,815,835,1,6,24,0.674264068,16,0,5,2,074,074
2095326,4,2,1,6,1,1030,1045,6,1,24,0.674264068,16,0,5,2,074,074
2095326,4,3,1,6,1,1045,1055,1,4,24,0.560215989,16,0,5,2,074,074
2095326,4,4,1,6,1,1400,1410,4,1,24,0.560215989,16,0,5,2,074,074
2095326,4,5,1,6,1,1745,1815,1,9,24,0,16,0,5,2,074,074
2095326,5,1,2,6,1,831,900,1,4,24,0.870983135,9,0,5,2,074,074
2095326,5,2,2,6,1,1400,1445,4,1,24,0.870983135,9,0,5,2,074,074
2095326,5,3,2,6,1,1745,1815,1,9,24,0,9,0,5,2,074,074
